word1,word2,word3,count,Cn2,Prob
amen,last,week,1,1,0.28130965
america,includ,calv,1,1,0.28178685
america,reduc,depend,1,1,0.28142895
america,top,today,1,1,0.282204401
america,will,lot,1,1,0.28130965
american,price,will,1,1,0.28178685
american,samoa,got,1,1,0.43791755
american,small,busi,1,1,0.43767895
ami,thach,mca,1,1,1.18755965
amid,horrif,scene,1,1,0.344525451
among,data,citat,1,1,0.34380965
among,peac,crazi,1,1,0.4376193
among,smoker,life,1,1,0.43767895
amount,booz,even,1,1,0.43779825
amount,cost,much,1,1,0.43755965
amount,edit,kept,1,1,0.34380965
amount,game,won,1,1,0.3439886
amount,scof,go,1,1,0.34392895
amount,water,acceler,1,1,0.34380965
amptoptrend,name,song,1,1,0.43755965
analog,switch,around,1,1,0.4376193
anchovi,pasta,anchovi,1,1,0.43755965
anchovi,pasta,lobster,1,1,0.4376193
anderson,check,week,1,1,0.43755965
anderson,kellih,said,1,1,0.438156151
andi,mcdonald,provid,1,1,0.26568465
andr,sat,row,1,1,0.2658636
andrad,children,erin,1,1,0.26568465
anesthesiologist,specialist,tack,1,1,0.267474152
angel,pagan,hold,1,1,0.26580395
angel,sing,follow,1,1,0.266579401
angri,bird,crack,1,1,0.26592325
angri,nightcrawl,reto,1,1,0.266281151
anib,ramo,sponsor,1,1,0.26580395
ankl,maxim,turn,1,1,0.26616185
ann,gresh,mari,1,1,0.2657443
anniversari,osama,bin,1,1,0.26592325
announc,bweni,will,1,1,0.29705395
annual,cut,acaus,1,1,0.2969943
anoth,brick,wall,1,1,0.29693465
anoth,brother,sister,1,1,0.2969943
anoth,commit,saturday,1,1,0.28130965
anoth,day,cancel,1,1,0.28130965
anoth,larg,mural,1,1,0.28178685
anoth,look,regular,1,1,0.28130965
anoth,major,element,1,1,0.2814886
anoth,plan,radio,1,1,0.282800901
anoth,posit,make,1,1,0.4376193
anoth,road,trip,1,1,0.4379772
anoth,rout,instead,1,1,0.34380965
anoth,strong,month,1,1,0.34380965
answer,purpl,alien,1,1,0.438394751
answer,reign,edward,1,1,0.438514051
answer,sad,hear,1,1,0.518470686
answer,whatev,concern,1,1,0.277092486
ant,brooklyn,think,1,1,0.277143615
ant,drage,vukcevich,1,1,0.277603772
ant,hit,came,1,1,0.276990229
ant,indic,financi,1,1,0.277092486
ant,page,book,1,1,0.438144221
ant,thing,realli,1,1,0.26885737
anti,social,behaviour,1,1,0.272293213
anticip,tradit,neighborhood,1,1,0.270575292
antonio,tabucchi,die,1,1,0.268803685
antonio,vivaldi,conc,1,1,0.268911055
anybodi,realli,believ,1,1,0.26907211
anymor,thank,ther,1,1,0.269233165
anyon,els,go,1,1,0.26896474
anyon,els,saw,1,1,0.3442272
anyon,happi,humid,1,1,0.34404825
anyon,inform,rashkov,1,1,0.28130965
anyon,look,buy,1,1,0.28154825
anyon,mention,troublesom,1,1,0.283993902
anyon,paper,can,1,1,0.284351803
anyth,els,small,1,1,0.2814886
anyth,els,though,1,1,0.282502651
anyth,intrigu,go,1,1,0.43767895
anyth,like,jon,1,1,0.43755965
anyth,new,say,1,1,0.3127386
anyth,pascetta,said,1,1,0.31255965
anyth,path,star,1,1,0.31267895
anyth,percent,consid,1,1,0.438215801
anyth,problem,chandler,1,1,0.344406151
anyth,wash,fill,1,1,0.344704401
anytim,complet,lose,1,1,0.31255965
anytim,soon,don,1,1,0.3129772
anyway,digress,ve,1,1,0.314528102
anyway,experi,loos,1,1,0.3438693
anyway,go,share,1,1,0.344346501
anyway,just,hrs,1,1,0.27349715
anyway,matter,context,1,1,0.2736761
anyway,well,clean,1,1,0.27349715
anywher,near,ill,1,1,0.275107701
ap,temporarili,add,1,1,0.27349715
apa,john,hammon,1,1,0.2735568
apa,ment,offer,1,1,0.2737954
apa,ray,holi,1,1,0.27385505
apolog,though,etern,1,1,0.314766702
app,move,away,1,1,0.3126193
app,world,use,1,1,0.313156151
appar,affluent,area,1,1,0.438156151
appar,later,write,1,1,0.34392895
appar,new,sorri,1,1,0.34380965
appeal,folk,democrat,1,1,0.345658802
appeal,walk,back,1,1,0.3439886
appear,aggressor,expect,1,1,0.344764051
appear,crack,littl,1,1,0.34416755
appear,exact,charg,1,1,0.438215801
appear,much,stronger,1,1,0.3126193
appear,overprotect,stotik,1,1,0.3126193
appear,reign,richard,1,1,0.315422853
appear,select,edit,1,1,0.3438693
appear,sometim,cauliflow,1,1,0.34416755
applaud,don,button,1,1,0.43755965
applaud,persever,beauti,1,1,0.43767895
applaud,plan,new,1,1,0.438275451
appli,citi,permit,1,1,0.43767895
applic,form,attack,1,1,0.28154825
applic,interdepend,follow,1,1,0.281697375
appoint,first,time,1,1,0.281349417
appoint,offici,enforc,1,1,0.562599417
appreci,follow,pois,1,1,0.281349417
appreci,tea,actual,1,1,0.2969943
approach,turn,point,1,1,0.297531151
appropri,deserv,ithankgod,1,1,0.2973522
appropri,level,servic,1,1,0.299976803
appropri,time,necessari,1,1,0.34392895
approv,approv,develop,1,1,0.344823701
approv,develop,isn,1,1,0.43755965
approxim,ordinari,make,1,1,0.34380965
arch,drill,pilot,1,1,0.345181601
architectur,school,druri,1,1,0.4378579
archiv,digit,avail,1,1,0.28755965
area,clean,floor,1,1,0.2878579
area,no,h,1,1,0.28755965
area,research,congrat,1,1,0.28767895
area,swindon,normal,1,1,0.28755965
area,swindon,riddl,1,1,0.4377386
area,william,joll,1,1,0.264918631
aren,broadcast,rich,1,1,0.394451016
aren,die,fast,1,1,0.264643323
aren,enough,ice,1,1,0.264808508
aren,just,scenic,1,1,0.264478139
arena,footbal,just,1,1,0.267121095
arena,two,gleam,1,1,0.264698385
argu,ride,car,1,1,0.264918631
argument,juror,begin,1,1,0.264478139
argument,let,hear,1,1,0.26557937
aria,singl,third,1,1,0.265304062
arm,across,chest,1,1,0.26590974
arm,becom,respons,1,1,0.43755965
arm,length,manag,1,1,0.4378579
arm,snap,back,1,1,0.43779825
arm,yank,around,1,1,0.4377386
armchair,toe,lift,1,1,0.345062301
around,bit,go,1,1,0.346851803
around,corner,high,1,1,0.441079003
around,corner,nanci,1,1,0.43755965
around,danc,floor,1,1,0.43803685
around,face,slam,1,1,0.43755965
around,newsroom,much,1,1,0.4377386
around,one,year,1,1,0.274212951
around,sorri,get,1,1,0.2736761
around,talk,barbera,1,1,0.2736761
around,tile,fit,1,1,0.274451551
around,well,confer,1,1,0.2735568
around,world,countri,1,1,0.27397435
around,year,ago,1,1,0.27349715
arpèg,franc,dorm,1,1,0.27373575
arrieta,allow,six,1,1,0.283099152
arrow,paint,pavement,1,1,0.2814886
arsenic,organ,bar,1,1,0.2814886
asap,got,vol,1,1,0.2813693
asap,just,best,1,1,0.282323701
aseltin,said,just,1,1,0.283934252
asfaw,dingamo,ethiopia,1,1,0.43779825
ashland,road,near,1,1,0.4377386
ashton,kutcher,twitter,1,1,0.344406151
asian,middl,eastern,1,1,0.345360551
ask,call,area,1,1,0.43791755
ask,ed,switenki,1,1,0.29741185
ask,environ,en,1,1,0.297769751
ask,follow,mention,1,1,0.29741185
ask,ohio,ad,1,1,0.2972329
ask,polic,statement,1,1,0.4376193
ask,ship,next,1,1,0.43755965
ask,someon,stop,1,1,0.43755965
ass,day,chillin,1,1,0.438454401
ass,fight,lol,1,1,0.43767895
ass,ing,health,1,1,0.34404825
ass,ive,honest,1,1,0.34380965
ass,right,make,1,1,0.34392895
ass,will,make,1,1,0.34380965
assault,sleep,roommat,1,1,0.31255965
assess,agenc,administ,1,1,0.3126193
asset,away,except,1,1,0.31267895
asset,year,unlimit,1,1,0.29717325
assign,track,former,1,1,0.2969943
assist,head,coach,1,1,0.297710101
assist,keep,puls,1,1,0.298306601
assist,mother,help,1,1,0.313096501
assist,news,editor,1,1,0.31291755
associ,passion,polit,1,1,0.315184252
astonia,spelt,wrong,1,1,0.3129772
astroturf,collegi,bowl,1,1,0.3127386
atari,made,way,1,1,0.314050901
athlet,director,roll,1,1,0.3438693
ation,system,pretti,1,1,0.3439886
ation,vicki,smith,1,1,0.43767895
attack,leav,three,1,1,0.31267895
attack,panduh,schumann,1,1,0.3126193
attempt,bottl,news,1,1,0.313335101
attempt,fraud,wo,1,1,0.43755965
attempt,perfect,game,1,1,0.43755965
attend,confer,teacher,1,1,0.4376193
attend,degre,differ,1,1,0.439349152
attend,tonight,nelson,1,1,0.43791755
attend,week,ncaa,1,1,0.4377386
attent,hea,purpos,1,1,0.43755965
attent,stuff,pass,1,1,0.43803685
attent,will,definit,1,1,0.43755965
attorney,compani,market,1,1,0.43779825
attorney,general,pamela,1,1,0.4377386
attorney,say,client,1,1,0.4379772
attract,finish,touch,1,1,0.4376193
attract,smoke,marijuana,1,1,0.3439886
atx,challeng,insight,1,1,0.34392895
auction,donat,readi,1,1,0.440542153
auction,goal,build,1,1,0.4376193
auction,show,learn,1,1,0.31255965
audienc,glisten,cou,1,1,0.313156151
audiovisu,multimedia,a,1,1,0.31255965
aug,nobodi,want,1,1,0.43755965
august,day,middlesex,1,1,0.438931601
auster,track,offici,1,1,0.43767895
austinhormonedoctor,com,wow,1,1,0.34416755
auteur,visionari,inhabit,1,1,0.3438693
author,polic,spokesman,1,1,0.4377386
autogroup,divis,repres,1,1,0.43755965
autom,vote,digg,1,1,0.31255965
automot,product,wsu,1,1,0.31279825
auton,compani,sold,1,1,0.3126193
autumn,rain,righteous,1,1,0.43779825
avail,agenc,regul,1,1,0.2658636
avail,digit,doesn,1,1,0.2658636
avatar,get,beach,1,1,0.26568465
ave,suit,peoria,1,1,0.26568465
avenu,cedar,road,1,1,0.26592325
avenu,cut,cost,1,1,0.26580395
avenu,monday,hand,1,1,0.26604255
averag,gossip,complain,1,1,0.26568465
avicii,let,go,1,1,0.26616185
avocado,sauc,excel,1,1,0.269204003
avoid,earli,news,1,1,0.2661022
avoid,violenc,continu,1,1,0.2661022
awak,except,writer,1,1,0.3129772
awaken,branch,will,1,1,0.312539767
awar,bias,gameplay,1,1,0.43767895
awar,happen,fell,1,1,0.439707052
awar,link,don,1,1,0.43767895
award,huge,honor,1,1,0.438394751
away,except,individu,1,1,0.4376193
away,februari,can,1,1,0.43755965
away,fold,arm,1,1,0.440721103
away,ipen,screen,1,1,0.2971136
away,main,thread,1,1,0.2973522
away,math,time,1,1,0.29693465
away,miss,death,1,1,0.2973522
away,mouth,bestman,1,1,0.4377386
away,readi,come,1,1,0.43755965
away,said,world,1,1,0.4376193
away,three,great,1,1,0.258985381
away,wall,get,1,1,0.259553477
awesom,kid,hold,1,1,0.339967429
awesom,waist,time,1,1,0.258985381
awhil,ago,wast,1,1,0.259042191
awwh,love,much,1,1,0.258985381
axi,extrem,outer,1,1,0.259326238
aye,realli,don,1,1,0.259042191
azeez,powel,baysid,1,1,0.259553477
azur,michelin,rank,1,1,0.259837525
babe,can,also,1,1,0.259439858
babi,although,one,1,1,0.259439858
babi,differ,need,1,1,0.259383048
babi,mariam,sinc,1,1,0.258985381
babi,room,come,1,1,0.259099
babysit,babi,mariam,1,1,0.258985381
baccala,stapl,mani,1,1,0.258985381
bachelor,pad,pa,1,1,0.259383048
back,aber,compani,1,1,0.258985381
back,away,fold,1,1,0.260632859
back,band,check,1,1,0.43755965
back,band,consist,1,1,0.43755965
back,chula,meet,1,1,0.43755965
back,craft,anyway,1,1,0.43755965
back,discov,alreadi,1,1,0.26267895
back,friday,will,1,1,0.2628579
back,girlfriend,hous,1,1,0.263215801
back,late,night,1,1,0.264766702
back,made,sure,1,1,0.26279825
back,put,special,1,1,0.265542153
back,road,aren,1,1,0.26279825
back,second,season,1,1,0.263156151
back,stabl,church,1,1,0.263752651
back,studio,got,1,1,0.263454401
back,tattoo,fallout,1,1,0.2628579
back,vibe,chandler,1,1,0.2627386
back,wall,record,1,1,0.2627386
back,wanna,babysit,1,1,0.264050901
back,work,now,1,1,0.263991251
background,colour,paper,1,1,0.43755965
backup,itun,thoma,1,1,0.438633351
backward,mimic,hydrofoil,1,1,0.4378579
backyard,admir,polic,1,1,0.43755965
bad,american,price,1,1,0.3438693
bad,ass,will,1,1,0.3438693
bad,doesn,anyth,1,1,0.43767895
bad,don,smoke,1,1,0.315721103
bad,far,loss,1,1,0.313991251
bad,get,whip,1,1,0.3126193
bad,hang,charl,1,1,0.2971136
bad,late,get,1,1,0.29693465
bad,ll,go,1,1,0.298008351
bad,made,count,1,1,0.2969943
bad,paper,write,1,1,0.4377386
bad,shape,busi,1,1,0.34404825
bad,smoke,weed,1,1,0.34392895
bad,thing,move,1,1,0.277561165
bad,use,gift,1,1,0.276845364
badass,gop,line,1,1,0.276845364
badger,home,next,1,1,0.276964664
bag,wonder,peopl,1,1,0.277919065
bah,humbug,man,1,1,0.277859415
bail,bond,agenc,1,1,0.276964664
bail,jump,accord,1,1,0.43755965
bailey,attempt,perfect,1,1,0.288752651
balanc,can,present,1,1,0.28755965
balanc,come,imbalanc,1,1,0.28779825
balanc,current,million,1,1,0.2876193
ball,given,commemor,1,1,0.288871951
ball,hawk,illinoi,1,1,0.43755965
ball,play,phil,1,1,0.313275451
ball,ya,ik,1,1,0.313096501
ballet,victim,repo,1,1,0.3126193
ban,ok,need,1,1,0.43791755
ban,wouldn,anywher,1,1,0.31291755
band,check,behind,1,1,0.31279825
band,consist,pretti,1,1,0.31267895
band,cornetist,lu,1,1,0.43755965
band,goe,nice,1,1,0.43755965
band,play,loos,1,1,0.43755965
band,right,nice,1,1,0.43755965
band,studio,along,1,1,0.2814886
bane,childhood,exist,1,1,0.2814886
bank,also,increas,1,1,0.2816079
bank,amboy,avenu,1,1,0.28178685
bank,confer,also,1,1,0.28142895
bank,debt,stronger,1,1,0.28166755
bank,want,game,1,1,0.344943001
banker,engag,mo,1,1,0.345897402
bar,busi,news,1,1,0.4376193
bar,pretti,simpl,1,1,0.346493902
bar,restaur,hire,1,1,0.3442272
barbar,toward,other,1,1,0.438275451
barbera,bring,dinner,1,1,0.29717325
barbera,role,tabl,1,1,0.2969943
barbera,voic,nbc,1,1,0.297829401
barbra,streisand,abl,1,1,0.29693465
baron,weasel,pictur,1,1,0.3441079
barrett,acknowledg,now,1,1,0.3438693
barrier,reef,fli,1,1,0.2876193
base,email,address,1,1,0.2876193
base,gang,men,1,1,0.28779825
base,howev,mind,1,1,0.28755965
base,kind,stuff,1,1,0.28767895
base,lead,intellig,1,1,0.34392895
base,light,simpl,1,1,0.3438693
basebal,great,deal,1,1,0.43755965
basebal,know,sing,1,1,0.43767895
bash,truax,mother,1,1,0.4376193
basi,go,charg,1,1,0.3441079
basi,team,net,1,1,0.3441079
basic,thought,strict,1,1,0.438275451
basketbal,experi,look,1,1,0.440721103
basketbal,fan,attend,1,1,0.31291755
basketbal,game,jqh,1,1,0.3126193
basketbal,underneath,hoop,1,1,0.3126193
bass,band,play,1,1,0.43755965
bass,compar,critic,1,1,0.43767895
bat,dan,seddon,1,1,0.28130965
bat,frustrat,strike,1,1,0.2814886
bat,happen,ve,1,1,0.282025451
bat,lohs,didn,1,1,0.2813693
bat,practic,pitcher,1,1,0.28130965
batter,edward,nine,1,1,0.28142895
batter,plate,score,1,1,0.277083965
battl,supernatur,forc,1,1,0.276905014
bay,ray,entir,1,1,0.276845364
bayer,johnson,johnson,1,1,0.276905014
baylor,defens,lineman,1,1,0.280722618
baylor,happi,final,1,1,0.276845364
baysid,place,charg,1,1,0.276905014
bc,can,find,1,1,0.43779825
beach,girl,came,1,1,0.43755965
beach,holiday,wonder,1,1,0.2814886
beach,weather,right,1,1,0.28130965
bean,corn,salsa,1,1,0.284351803
bear,host,basketbal,1,1,0.28142895
beat,cancer,diseas,1,1,0.28166755
beat,cool,good,1,1,0.28154825
beat,find,way,1,1,0.28767895
beat,odd,won,1,1,0.28779825
beat,rapid,ll,1,1,0.2877386
beat,wise,latter,1,1,0.288275451
beauti,amaz,sunset,1,1,0.2876193
beauti,angri,nightcrawl,1,1,0.4378579
beauti,brainstorm,alchemi,1,1,0.4376193
beauti,contest,bunni,1,1,0.43767895
beauti,like,black,1,1,0.4377386
beauti,notbebul,stop,1,1,0.4376193
beauti,ring,planet,1,1,0.34416755
becam,hot,topic,1,1,0.34428685
beckon,bowi,file,1,1,0.29693465
becom,case,tri,1,1,0.29693465
becom,disabl,pove,1,1,0.298008351
becom,just,undeni,1,1,0.297471501
becom,pilot,episod,1,1,0.288156151
becom,respons,cost,1,1,0.28755965
becom,role,life,1,1,0.290601803
bed,furnitur,thing,1,1,0.28779825
bed,hang,wash,1,1,0.28767895
bed,kept,go,1,1,0.439289502
bed,night,just,1,1,0.441436903
bed,sofa,wash,1,1,0.43755965
bedminst,select,host,1,1,0.276905014
bedroom,lime,green,1,1,0.277561165
beef,spo,s,1,1,0.276905014
beeh,mike,polachek,1,1,0.276905014
beer,bike,pleas,1,1,0.278217316
beg,read,status,1,1,0.278217316
beg,someth,iu,1,1,0.278396266
began,argu,ride,1,1,0.43767895
began,frantic,sprint,1,1,0.26568465
began,tri,pay,1,1,0.266579401
began,write,becom,1,1,0.26604255
begin,believ,sale,1,1,0.2658636
